Event,Fight,Fighter,Round,KD,TotStr,TD,TdPct,SubAtt,Rev,CtrlTime,SigStr,SigStrPct,Head,Body,Leg,Distance,Clinch,Ground
UFC Fight Night: Luque vs. Dos Anjos,Cub Swanson vs. Hakeem Dawodu,Hakeem Dawodu,2,0,48 of 86,0 of 0,---,0,0,2:20,29 of 55,52%,13 of 33,10 of 13,6 of 9,20 of 44,9 of 11,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Cub Swanson vs. Hakeem Dawodu,Hakeem Dawodu,3,0,52 of 82,0 of 0,---,0,1,0:50,37 of 65,56%,19 of 43,11 of 15,7 of 7,30 of 58,7 of 7,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Khalil Rountree Jr. vs. Chris Daukaus,Khalil Rountree Jr.,1,1,16 of 24,0 of 0,---,0,0,0:31,16 of 24,66%,12 of 19,3 of 4,1 of 1,11 of 17,3 of 4,2 of 3
UFC Fight Night: Luque vs. Dos Anjos,Khalil Rountree Jr. vs. Chris Daukaus,Chris Daukaus,1,0,14 of 28,0 of 1,0%,0,0,0:04,8 of 21,38%,6 of 19,2 of 2,0 of 0,7 of 19,1 of 2,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Polyana Viana vs. Iasmin Lucindo,Polyana Viana,1,0,26 of 43,1 of 3,33%,0,0,1:58,6 of 12,50%,2 of 8,2 of 2,2 of 2,6 of 12,0 of 0,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Polyana Viana vs. Iasmin Lucindo,Polyana Viana,2,0,15 of 25,0 of 0,---,0,0,0:00,4 of 13,30%,0 of 7,2 of 4,2 of 2,4 of 13,0 of 0,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Polyana Viana vs. Iasmin Lucindo,Iasmin Lucindo,1,0,17 of 24,1 of 1,100%,0,0,1:21,6 of 12,50%,3 of 9,2 of 2,1 of 1,5 of 9,0 of 0,1 of 3
UFC Fight Night: Luque vs. Dos Anjos,Polyana Viana vs. Iasmin Lucindo,Iasmin Lucindo,2,0,14 of 24,1 of 1,100%,1,0,1:52,4 of 12,33%,2 of 9,2 of 3,0 of 0,4 of 12,0 of 0,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,AJ Dobson vs. Tafon Nchukwi,AJ Dobson,1,0,36 of 69,1 of 1,100%,0,0,0:13,34 of 65,52%,6 of 31,10 of 15,18 of 19,31 of 59,0 of 0,3 of 6
UFC Fight Night: Luque vs. Dos Anjos,AJ Dobson vs. Tafon Nchukwi,AJ Dobson,2,0,29 of 53,0 of 1,0%,0,0,0:23,28 of 51,54%,12 of 31,2 of 3,14 of 17,26 of 47,2 of 4,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,AJ Dobson vs. Tafon Nchukwi,AJ Dobson,3,0,33 of 54,1 of 1,100%,0,0,3:57,5 of 18,27%,1 of 13,0 of 0,4 of 5,4 of 13,0 of 1,1 of 4
UFC Fight Night: Luque vs. Dos Anjos,AJ Dobson vs. Tafon Nchukwi,Tafon Nchukwi,1,0,24 of 45,0 of 0,---,0,0,0:00,24 of 45,53%,4 of 20,7 of 10,13 of 15,24 of 44,0 of 1,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,AJ Dobson vs. Tafon Nchukwi,Tafon Nchukwi,2,0,27 of 49,0 of 0,---,0,0,0:00,26 of 48,54%,6 of 25,5 of 5,15 of 18,22 of 42,4 of 6,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,AJ Dobson vs. Tafon Nchukwi,Tafon Nchukwi,3,0,8 of 12,0 of 0,---,0,0,0:00,3 of 6,50%,1 of 2,0 of 0,2 of 4,3 of 6,0 of 0,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Josh Fremd vs. Jamie Pickett,Josh Fremd,1,0,23 of 41,0 of 0,---,0,0,2:31,11 of 29,37%,2 of 17,3 of 5,6 of 7,9 of 25,2 of 4,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Josh Fremd vs. Jamie Pickett,Josh Fremd,2,0,17 of 35,0 of 1,0%,2,0,1:51,13 of 31,41%,7 of 20,4 of 7,2 of 4,7 of 22,3 of 4,3 of 5
UFC Fight Night: Luque vs. Dos Anjos,Josh Fremd vs. Jamie Pickett,Josh Fremd,3,0,19 of 33,0 of 2,0%,0,1,2:53,7 of 20,35%,2 of 12,3 of 6,2 of 2,6 of 17,1 of 3,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Josh Fremd vs. Jamie Pickett,Jamie Pickett,1,0,8 of 25,0 of 0,---,0,0,0:28,4 of 18,22%,0 of 9,2 of 7,2 of 2,3 of 15,1 of 3,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Josh Fremd vs. Jamie Pickett,Jamie Pickett,2,0,7 of 17,1 of 1,100%,0,0,1:39,5 of 15,33%,1 of 8,2 of 4,2 of 3,5 of 15,0 of 0,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Josh Fremd vs. Jamie Pickett,Jamie Pickett,3,0,11 of 25,1 of 2,50%,0,0,0:54,5 of 19,26%,3 of 14,2 of 5,0 of 0,3 of 15,2 of 4,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,JP Buys vs. Marcus McGhee,JP Buys,1,0,4 of 30,0 of 1,0%,0,0,0:00,4 of 30,13%,2 of 22,1 of 3,1 of 5,4 of 29,0 of 1,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,JP Buys vs. Marcus McGhee,Marcus McGhee,1,1,7 of 13,0 of 0,---,0,0,0:05,7 of 13,53%,6 of 11,0 of 0,1 of 2,7 of 13,0 of 0,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Terrance McKinney vs. Mike Breeden,Terrance McKinney,1,0,30 of 47,0 of 2,0%,0,0,0:03,30 of 47,63%,23 of 36,7 of 11,0 of 0,16 of 30,11 of 14,3 of 3
UFC Fight Night: Luque vs. Dos Anjos,Terrance McKinney vs. Mike Breeden,Mike Breeden,1,0,1 of 5,0 of 1,0%,0,0,0:00,1 of 5,20%,0 of 4,1 of 1,0 of 0,1 of 5,0 of 0,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Francis Marshall vs. Isaac Dulgarian,Francis Marshall,1,0,11 of 16,0 of 0,---,0,0,0:00,2 of 7,28%,0 of 5,0 of 0,2 of 2,2 of 7,0 of 0,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Francis Marshall vs. Isaac Dulgarian,Isaac Dulgarian,1,0,61 of 83,1 of 1,100%,0,0,4:18,35 of 53,66%,32 of 50,0 of 0,3 of 3,3 of 4,0 of 0,32 of 49
UFC Fight Night: Luque vs. Dos Anjos,Josh Parisian vs. Martin Buday,Josh Parisian,1,0,27 of 63,0 of 0,---,0,0,0:13,26 of 61,42%,15 of 49,6 of 7,5 of 5,20 of 47,6 of 14,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Josh Parisian vs. Martin Buday,Martin Buday,1,0,62 of 91,1 of 1,100%,1,0,1:56,42 of 67,62%,35 of 60,7 of 7,0 of 0,28 of 49,14 of 18,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Jaqueline Amorim vs. Montserrat Conejo Ruiz,Jaqueline Amorim,1,0,40 of 61,1 of 2,50%,2,0,4:14,30 of 44,68%,25 of 39,4 of 4,1 of 1,2 of 3,0 of 0,28 of 41
UFC Fight Night: Luque vs. Dos Anjos,Jaqueline Amorim vs. Montserrat Conejo Ruiz,Jaqueline Amorim,2,0,69 of 106,0 of 0,---,2,1,3:42,43 of 70,61%,39 of 62,4 of 8,0 of 0,3 of 6,0 of 0,40 of 64
UFC Fight Night: Luque vs. Dos Anjos,Jaqueline Amorim vs. Montserrat Conejo Ruiz,Jaqueline Amorim,3,0,32 of 41,0 of 1,0%,0,1,0:09,13 of 22,59%,12 of 19,1 of 2,0 of 1,1 of 6,0 of 0,12 of 16
UFC Fight Night: Luque vs. Dos Anjos,Jaqueline Amorim vs. Montserrat Conejo Ruiz,Montserrat Conejo Ruiz,1,0,5 of 8,0 of 0,---,0,0,0:37,1 of 2,50%,0 of 1,0 of 0,1 of 1,1 of 2,0 of 0,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Jaqueline Amorim vs. Montserrat Conejo Ruiz,Montserrat Conejo Ruiz,2,0,7 of 26,1 of 1,100%,0,0,0:24,2 of 18,11%,0 of 13,1 of 3,1 of 2,2 of 17,0 of 1,0 of 0
UFC Fight Night: Luque vs. Dos Anjos,Jaqueline Amorim vs. Montserrat Conejo Ruiz,Montserrat Conejo Ruiz,3,0,8 of 23,0 of 0,---,0,0,2:38,3 of 16,18%,2 of 15,1 of 1,0 of 0,2 of 12,0 of 0,1 of 4
UFC Fight Night: Sandhagen vs. Font,Cory Sandhagen vs. Rob Font,Cory Sandhagen,1,0,27 of 51,2 of 2,100%,0,0,2:43,8 of 26,30%,6 of 23,1 of 2,1 of 1,5 of 19,0 of 1,3 of 6
UFC Fight Night: Sandhagen vs. Font,Cory Sandhagen vs. Rob Font,Cory Sandhagen,2,0,38 of 54,1 of 1,100%,0,0,4:41,7 of 15,46%,6 of 14,0 of 0,1 of 1,1 of 7,0 of 0,6 of 8
UFC Fight Night: Sandhagen vs. Font,Cory Sandhagen vs. Rob Font,Cory Sandhagen,3,0,27 of 48,1 of 1,100%,0,0,3:43,10 of 24,41%,9 of 23,1 of 1,0 of 0,2 of 14,0 of 0,8 of 10
UFC Fight Night: Sandhagen vs. Font,Cory Sandhagen vs. Rob Font,Cory Sandhagen,4,0,29 of 39,2 of 2,100%,0,0,4:41,6 of 11,54%,6 of 11,0 of 0,0 of 0,1 of 3,0 of 0,5 of 8
UFC Fight Night: Sandhagen vs. Font,Cory Sandhagen vs. Rob Font,Cory Sandhagen,5,0,11 of 19,1 of 1,100%,1,0,3:50,3 of 8,37%,3 of 8,0 of 0,0 of 0,1 of 4,0 of 0,2 of 4
UFC Fight Night: Sandhagen vs. Font,Cory Sandhagen vs. Rob Font,Rob Font,1,0,6 of 24,1 of 1,100%,0,0,0:23,5 of 22,22%,2 of 18,1 of 1,2 of 3,4 of 17,0 of 3,1 of 2
UFC Fight Night: Sandhagen vs. Font,Cory Sandhagen vs. Rob Font,Rob Font,2,0,4 of 12,0 of 0,---,0,0,0:00,0 of 7,0%,0 of 7,0 of 0,0 of 0,0 of 7,0 of 0,0 of 0
UFC Fight Night: Sandhagen vs. Font,Cory Sandhagen vs. Rob Font,Rob Font,3,0,4 of 11,0 of 0,---,0,0,0:00,4 of 10,40%,3 of 9,1 of 1,0 of 0,4 of 10,0 of 0,0 of 0
UFC Fight Night: Sandhagen vs. Font,Cory Sandhagen vs. Rob Font,Rob Font,4,0,2 of 7,0 of 0,---,0,0,0:00,0 of 4,0%,0 of 4,0 of 0,0 of 0,0 of 4,0 of 0,0 of 0
UFC Fight Night: Sandhagen vs. Font,Cory Sandhagen vs. Rob Font,Rob Font,5,0,9 of 15,0 of 1,0%,0,0,0:45,0 of 6,0%,0 of 5,0 of 1,0 of 0,0 of 6,0 of 0,0 of 0
UFC Fight Night: Sandhagen vs. Font,Jessica Andrade vs. Tatiana Suarez,Jessica Andrade,1,0,13 of 29,0 of 0,---,0,0,0:05,11 of 27,40%,2 of 12,5 of 8,4 of 7,8 of 21,3 of 6,0 of 0
UFC Fight Night: Sandhagen vs. Font,Jessica Andrade vs. Tatiana Suarez,Jessica Andrade,2,0,0 of 2,0 of 0,---,0,0,0:12,0 of 2,0%,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
UFC Fight Night: Sandhagen vs. Font,Jessica Andrade vs. Tatiana Suarez,Tatiana Suarez,1,0,20 of 44,1 of 1,100%,0,0,1:38,19 of 43,44%,3 of 18,14 of 23,2 of 2,9 of 30,10 of 13,0 of 0
UFC Fight Night: Sandhagen vs. Font,Jessica Andrade vs. Tatiana Suarez,Tatiana Suarez,2,0,5 of 7,2 of 2,100%,1,0,0:44,4 of 6,66%,0 of 2,3 of 3,1 of 1,4 of 6,0 of 0,0 of 0
UFC Fight Night: Sandhagen vs. Font,Dustin Jacoby vs. Kennedy Nzechukwu,Dustin Jacoby,1,1,10 of 33,0 of 0,---,0,0,0:04,10 of 33,30%,5 of 28,0 of 0,5 of 5,10 of 26,0 of 0,0 of 7
UFC Fight Night: Sandhagen vs. Font,Dustin Jacoby vs. Kennedy Nzechukwu,Kennedy Nzechukwu,1,0,4 of 18,0 of 0,---,0,0,0:00,4 of 18,22%,3 of 14,0 of 3,1 of 1,4 of 18,0 of 0,0 of 0
UFC Fight Night: Sandhagen vs. Font,Diego Lopes vs. Gavin Tucker,Diego Lopes,1,0,0 of 4,0 of 0,---,3,0,0:00,0 of 4,0%,0 of 3,0 of 0,0 of 1,0 of 4,0 of 0,0 of 0
UFC Fight Night: Sandhagen vs. Font,Diego Lopes vs. Gavin Tucker,Gavin Tucker,1,0,0 of 6,1 of 1,100%,0,0,0:39,0 of 6,0%,0 of 6,0 of 0,0 of 0,0 of 6,0 of 0,0 of 0
UFC Fight Night: Sandhagen vs. Font,Tanner Boser vs. Aleksa Camur,Tanner Boser,1,0,38 of 81,0 of 0,---,0,0,0:12,33 of 71,46%,17 of 50,7 of 10,9 of 11,28 of 64,5 of 7,0 of 0
UFC Fight Night: Sandhagen vs. Font,Tanner Boser vs. Aleksa Camur,Tanner Boser,2,0,56 of 84,0 of 0,---,0,0,3:02,46 of 70,65%,36 of 59,6 of 7,4 of 4,31 of 51,15 of 19,0 of 0
UFC Fight Night: Sandhagen vs. Font,Tanner Boser vs. Aleksa Camur,Tanner Boser,3,0,51 of 88,0 of 0,---,0,0,2:13,41 of 74,55%,25 of 54,11 of 15,5 of 5,28 of 59,13 of 15,0 of 0
UFC Fight Night: Sandhagen vs. Font,Tanner Boser vs. Aleksa Camur,Aleksa Camur,1,0,24 of 46,0 of 1,0%,0,0,0:50,23 of 45,51%,11 of 29,8 of 10,4 of 6,15 of 36,8 of 9,0 of 0
UFC Fight Night: Sandhagen vs. Font,Tanner Boser vs. Aleksa Camur,Aleksa Camur,2,0,37 of 60,0 of 0,---,0,0,0:00,19 of 41,46%,8 of 30,9 of 9,2 of 2,9 of 27,10 of 14,0 of 0
UFC Fight Night: Sandhagen vs. Font,Tanner Boser vs. Aleksa Camur,Aleksa Camur,3,0,44 of 69,0 of 0,---,0,0,0:11,26 of 50,52%,15 of 38,8 of 9,3 of 3,22 of 45,4 of 5,0 of 0
UFC Fight Night: Sandhagen vs. Font,Ignacio Bahamondes vs. Ludovit Klein,Ignacio Bahamondes,1,0,16 of 44,0 of 0,---,0,0,0:00,7 of 33,21%,5 of 26,1 of 3,1 of 4,7 of 31,0 of 2,0 of 0
UFC Fight Night: Sandhagen vs. Font,Ignacio Bahamondes vs. Ludovit Klein,Ignacio Bahamondes,2,0,35 of 85,0 of 0,---,0,0,0:00,29 of 76,38%,21 of 68,5 of 5,3 of 3,28 of 75,1 of 1,0 of 0
UFC Fight Night: Sandhagen vs. Font,Ignacio Bahamondes vs. Ludovit Klein,Ignacio Bahamondes,3,0,11 of 37,0 of 1,0%,0,0,0:07,7 of 30,23%,3 of 20,3 of 8,1 of 2,6 of 27,1 of 3,0 of 0
UFC Fight Night: Sandhagen vs. Font,Ignacio Bahamondes vs. Ludovit Klein,Ludovit Klein,1,0,48 of 65,0 of 0,---,0,0,2:45,20 of 34,58%,17 of 28,0 of 3,3 of 3,10 of 20,0 of 0,10 of 14
UFC Fight Night: Sandhagen vs. Font,Ignacio Bahamondes vs. Ludovit Klein,Ludovit Klein,2,0,25 of 47,2 of 3,66%,0,0,1:04,19 of 41,46%,8 of 27,6 of 8,5 of 6,19 of 41,0 of 0,0 of 0
UFC Fight Night: Sandhagen vs. Font,Ignacio Bahamondes vs. Ludovit Klein,Ludovit Klein,3,0,21 of 39,1 of 2,50%,0,0,2:16,17 of 33,51%,11 of 27,5 of 5,1 of 1,14 of 27,1 of 1,2 of 5
UFC Fight Night: Sandhagen vs. Font,Kyler Phillips vs. Raoni Barcelos,Kyler Phillips,1,1,31 of 69,0 of 2,0%,0,0,0:11,30 of 68,44%,14 of 48,9 of 13,7 of 7,26 of 63,4 of 5,0 of 0
UFC Fight Night: Sandhagen vs. Font,Kyler Phillips vs. Raoni Barcelos,Kyler Phillips,2,0,29 of 66,1 of 1,100%,0,0,0:36,22 of 58,37%,16 of 51,3 of 4,3 of 3,17 of 51,1 of 2,4 of 5
UFC Fight Night: Sandhagen vs. Font,Kyler Phillips vs. Raoni Barcelos,Kyler Phillips,3,0,20 of 61,0 of 1,0%,0,0,0:00,20 of 61,32%,10 of 47,6 of 9,4 of 5,19 of 60,1 of 1,0 of 0
UFC Fight Night: Sandhagen vs. Font,Kyler Phillips vs. Raoni Barcelos,Raoni Barcelos,1,0,20 of 48,1 of 3,33%,0,0,0:30,18 of 45,40%,12 of 38,4 of 4,2 of 3,13 of 37,5 of 7,0 of 1
UFC Fight Night: Sandhagen vs. Font,Kyler Phillips vs. Raoni Barcelos,Raoni Barcelos,2,0,11 of 30,1 of 5,20%,0,0,0:54,9 of 27,33%,2 of 20,5 of 5,2 of 2,8 of 26,1 of 1,0 of 0
UFC Fight Night: Sandhagen vs. Font,Kyler Phillips vs. Raoni Barcelos,Raoni Barcelos,3,0,21 of 46,1 of 3,33%,0,0,0:18,19 of 44,43%,6 of 29,6 of 8,7 of 7,18 of 42,1 of 2,0 of 0
UFC Fight Night: Sandhagen vs. Font,Jeremiah Wells vs. Carlston Harris,Jeremiah Wells,1,0,10 of 16,2 of 2,100%,2,0,4:24,3 of 8,37%,2 of 7,1 of 1,0 of 0,1 of 3,0 of 0,2 of 5
UFC Fight Night: Sandhagen vs. Font,Jeremiah Wells vs. Carlston Harris,Jeremiah Wells,2,0,29 of 44,1 of 1,100%,0,0,4:34,13 of 22,59%,12 of 21,1 of 1,0 of 0,2 of 5,2 of 2,9 of 15
UFC Fight Night: Sandhagen vs. Font,Jeremiah Wells vs. Carlston Harris,Jeremiah Wells,3,0,2 of 18,0 of 2,0%,0,0,0:28,2 of 18,11%,2 of 18,0 of 0,0 of 0,2 of 17,0 of 1,0 of 0
UFC Fight Night: Sandhagen vs. Font,Jeremiah Wells vs. Carlston Harris,Carlston Harris,1,0,6 of 7,0 of 1,0%,0,0,0:00,0 of 0,---,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
UFC Fight Night: Sandhagen vs. Font,Jeremiah Wells vs. Carlston Harris,Carlston Harris,2,0,9 of 13,0 of 0,---,0,0,0:00,1 of 4,25%,0 of 3,1 of 1,0 of 0,1 of 4,0 of 0,0 of 0
UFC Fight Night: Sandhagen vs. Font,Jeremiah Wells vs. Carlston Harris,Carlston Harris,3,0,4 of 16,0 of 0,---,1,0,0:13,4 of 15,26%,1 of 11,2 of 3,1 of 1,4 of 15,0 of 0,0 of 0
UFC Fight Night: Sandhagen vs. Font,Billy Quarantillo vs. Damon Jackson,Billy Quarantillo,1,0,34 of 58,0 of 0,---,1,0,0:00,15 of 35,42%,8 of 27,5 of 6,2 of 2,11 of 31,4 of 4,0 of 0
UFC Fight Night: Sandhagen vs. Font,Billy Quarantillo vs. Damon Jackson,Billy Quarantillo,2,0,58 of 91,0 of 0,---,0,0,1:02,40 of 69,57%,8 of 32,28 of 33,4 of 4,16 of 41,24 of 28,0 of 0
UFC Fight Night: Sandhagen vs. Font,Billy Quarantillo vs. Damon Jackson,Billy Quarantillo,3,0,77 of 121,0 of 0,---,0,0,0:49,45 of 84,53%,29 of 65,16 of 18,0 of 1,31 of 68,14 of 16,0 of 0
UFC Fight Night: Sandhagen vs. Font,Billy Quarantillo vs. Damon Jackson,Damon Jackson,1,0,34 of 70,1 of 2,50%,0,0,3:13,28 of 62,45%,19 of 48,8 of 13,1 of 1,23 of 52,1 of 2,4 of 8
UFC Fight Night: Sandhagen vs. Font,Billy Quarantillo vs. Damon Jackson,Damon Jackson,2,0,15 of 50,1 of 7,14%,0,0,1:18,13 of 48,27%,5 of 36,7 of 11,1 of 1,6 of 38,7 of 10,0 of 0
UFC Fight Night: Sandhagen vs. Font,Billy Quarantillo vs. Damon Jackson,Damon Jackson,3,0,26 of 64,1 of 4,25%,0,0,1:39,26 of 63,41%,21 of 55,4 of 7,1 of 1,24 of 58,2 of 3,0 of 2
UFC Fight Night: Sandhagen vs. Font,Cody Durden vs. Jake Hadley,Cody Durden,1,0,12 of 32,3 of 4,75%,0,0,2:48,12 of 30,40%,6 of 22,5 of 6,1 of 2,10 of 26,1 of 1,1 of 3
UFC Fight Night: Sandhagen vs. Font,Cody Durden vs. Jake Hadley,Cody Durden,2,0,18 of 35,1 of 2,50%,1,0,1:54,11 of 24,45%,10 of 22,0 of 1,1 of 1,7 of 14,0 of 0,4 of 10
UFC Fight Night: Sandhagen vs. Font,Cody Durden vs. Jake Hadley,Cody Durden,3,0,33 of 55,0 of 0,---,0,0,2:43,15 of 31,48%,7 of 22,4 of 4,4 of 5,13 of 27,0 of 0,2 of 4
UFC Fight Night: Sandhagen vs. Font,Cody Durden vs. Jake Hadley,Jake Hadley,1,0,9 of 39,0 of 0,---,1,0,0:00,7 of 37,18%,2 of 28,5 of 8,0 of 1,4 of 33,3 of 4,0 of 0
UFC Fight Night: Sandhagen vs. Font,Cody Durden vs. Jake Hadley,Jake Hadley,2,0,27 of 40,0 of 1,0%,2,1,2:01,12 of 22,54%,4 of 11,5 of 8,3 of 3,12 of 19,0 of 3,0 of 0
UFC Fight Night: Sandhagen vs. Font,Cody Durden vs. Jake Hadley,Jake Hadley,3,0,9 of 27,0 of 2,0%,0,0,0:03,7 of 24,29%,6 of 22,0 of 0,1 of 2,7 of 24,0 of 0,0 of 0
UFC Fight Night: Sandhagen vs. Font,Sean Woodson vs. Dennis Buzukja,Sean Woodson,1,0,72 of 102,0 of 0,---,0,0,0:20,35 of 63,55%,15 of 37,5 of 11,15 of 15,32 of 60,3 of 3,0 of 0
UFC Fight Night: Sandhagen vs. Font,Sean Woodson vs. Dennis Buzukja,Sean Woodson,2,0,55 of 69,2 of 2,100%,0,0,3:14,13 of 26,50%,4 of 14,8 of 11,1 of 1,10 of 22,3 of 4,0 of 0
UFC Fight Night: Sandhagen vs. Font,Sean Woodson vs. Dennis Buzukja,Sean Woodson,3,0,36 of 58,2 of 3,66%,0,0,2:18,23 of 37,62%,17 of 26,5 of 10,1 of 1,19 of 31,2 of 4,2 of 2
UFC Fight Night: Sandhagen vs. Font,Sean Woodson vs. Dennis Buzukja,Dennis Buzukja,1,0,16 of 50,0 of 0,---,0,0,1:22,15 of 49,30%,8 of 34,3 of 7,4 of 8,15 of 48,0 of 1,0 of 0
UFC Fight Night: Sandhagen vs. Font,Sean Woodson vs. Dennis Buzukja,Dennis Buzukja,2,0,10 of 31,0 of 0,---,0,1,0:42,10 of 30,33%,8 of 26,1 of 1,1 of 3,5 of 18,0 of 0,5 of 12
UFC Fight Night: Sandhagen vs. Font,Sean Woodson vs. Dennis Buzukja,Dennis Buzukja,3,0,20 of 40,0 of 1,0%,0,0,0:26,17 of 37,45%,8 of 25,7 of 9,2 of 3,12 of 30,5 of 7,0 of 0
UFC 291: Poirier vs. Gaethje 2,Dustin Poirier vs. Justin Gaethje,Dustin Poirier,1,0,27 of 51,0 of 0,---,0,0,0:00,27 of 51,52%,21 of 45,4 of 4,2 of 2,25 of 48,2 of 3,0 of 0
UFC 291: Poirier vs. Gaethje 2,Dustin Poirier vs. Justin Gaethje,Dustin Poirier,2,0,0 of 1,0 of 0,---,0,0,0:00,0 of 1,0%,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
UFC 291: Poirier vs. Gaethje 2,Dustin Poirier vs. Justin Gaethje,Justin Gaethje,1,0,33 of 56,0 of 0,---,0,0,0:00,33 of 56,58%,18 of 41,5 of 5,10 of 10,31 of 54,2 of 2,0 of 0
UFC 291: Poirier vs. Gaethje 2,Dustin Poirier vs. Justin Gaethje,Justin Gaethje,2,1,8 of 10,0 of 0,---,0,0,0:00,8 of 10,80%,5 of 7,2 of 2,1 of 1,7 of 9,0 of 0,1 of 1
UFC 291: Poirier vs. Gaethje 2,Jan Blachowicz vs. Alex Pereira,Jan Blachowicz,1,0,17 of 17,1 of 3,33%,2,0,4:50,6 of 6,100%,6 of 6,0 of 0,0 of 0,1 of 1,0 of 0,5 of 5
UFC 291: Poirier vs. Gaethje 2,Jan Blachowicz vs. Alex Pereira,Jan Blachowicz,2,0,32 of 43,1 of 2,50%,0,0,1:57,20 of 29,68%,15 of 21,2 of 5,3 of 3,16 of 24,2 of 3,2 of 2
UFC 291: Poirier vs. Gaethje 2,Jan Blachowicz vs. Alex Pereira,Jan Blachowicz,3,0,33 of 57,1 of 3,33%,0,0,0:45,26 of 46,56%,20 of 39,2 of 3,4 of 4,24 of 42,1 of 2,1 of 2
UFC 291: Poirier vs. Gaethje 2,Jan Blachowicz vs. Alex Pereira,Alex Pereira,1,0,12 of 15,0 of 0,---,1,0,0:00,2 of 3,66%,1 of 2,0 of 0,1 of 1,1 of 2,1 of 1,0 of 0
UFC 291: Poirier vs. Gaethje 2,Jan Blachowicz vs. Alex Pereira,Alex Pereira,2,0,54 of 69,0 of 0,---,0,0,0:06,33 of 47,70%,13 of 25,10 of 11,10 of 11,28 of 41,4 of 5,1 of 1
UFC 291: Poirier vs. Gaethje 2,Jan Blachowicz vs. Alex Pereira,Alex Pereira,3,0,46 of 54,0 of 0,---,0,0,0:00,35 of 42,83%,12 of 19,13 of 13,10 of 10,33 of 40,2 of 2,0 of 0
UFC 291: Poirier vs. Gaethje 2,Derrick Lewis vs. Marcos Rogerio de Lima,Derrick Lewis,1,1,20 of 36,0 of 0,---,0,0,0:29,17 of 33,51%,16 of 32,1 of 1,0 of 0,1 of 1,0 of 0,16 of 32
UFC 291: Poirier vs. Gaethje 2,Derrick Lewis vs. Marcos Rogerio de Lima,Marcos Rogerio de Lima,1,0,2 of 2,0 of 0,---,0,0,0:00,1 of 1,100%,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1
UFC 291: Poirier vs. Gaethje 2,Tony Ferguson vs. Bobby Green,Tony Ferguson,1,0,15 of 43,0 of 1,0%,0,0,0:13,14 of 42,33%,11 of 33,2 of 6,1 of 3,14 of 42,0 of 0,0 of 0
UFC 291: Poirier vs. Gaethje 2,Tony Ferguson vs. Bobby Green,Tony Ferguson,2,0,23 of 48,0 of 2,0%,0,0,0:00,16 of 36,44%,14 of 32,2 of 4,0 of 0,13 of 32,1 of 1,2 of 3
UFC 291: Poirier vs. Gaethje 2,Tony Ferguson vs. Bobby Green,Tony Ferguson,3,0,24 of 47,0 of 0,---,0,0,0:00,24 of 45,53%,13 of 33,7 of 8,4 of 4,23 of 44,1 of 1,0 of 0
UFC 291: Poirier vs. Gaethje 2,Tony Ferguson vs. Bobby Green,Bobby Green,1,0,40 of 72,0 of 0,---,0,0,0:00,40 of 72,55%,23 of 50,7 of 10,10 of 12,39 of 71,1 of 1,0 of 0
UFC 291: Poirier vs. Gaethje 2,Tony Ferguson vs. Bobby Green,Bobby Green,2,0,57 of 87,0 of 0,---,0,0,2:36,49 of 77,63%,38 of 66,8 of 8,3 of 3,31 of 48,0 of 0,18 of 29
UFC 291: Poirier vs. Gaethje 2,Tony Ferguson vs. Bobby Green,Bobby Green,3,0,48 of 68,0 of 0,---,1,0,0:49,48 of 68,70%,34 of 50,9 of 13,5 of 5,45 of 64,0 of 0,3 of 4
UFC 291: Poirier vs. Gaethje 2,Michael Chiesa vs. Kevin Holland,Michael Chiesa,1,0,6 of 13,0 of 5,0%,0,0,0:15,4 of 11,36%,4 of 11,0 of 0,0 of 0,3 of 7,1 of 4,0 of 0
