Event,Date,Location,Fight,Fighter_A,Fighter_B,Bout,Method,Round,Time,Format,Referee,Details,Winner,Winner_Name,Time_Seconds,Time_Minutes,Round_Format,Unique_Fight_ID
UFC Fight Night: Makhachev vs. Moises,"July 17, 2021","Las Vegas, Nevada, USA",Khalid Taha vs. Sergey Morozov,Khalid Taha,Sergey Morozov,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 27 - 30. Dave Hagen 27 - 30. Bryan Miner 27 - 30.,B,Sergey Morozov,300,5.0,3.0,"UFC Fight Night: Makhachev vs. MoisesKhalid Taha vs. Sergey MorozovJuly 17, 2021"
UFC Fight Night: Makhachev vs. Moises,"July 17, 2021","Las Vegas, Nevada, USA",Francisco Figueiredo vs. Malcolm Gordon,Francisco Figueiredo,Malcolm Gordon,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,Sal D'amato 27 - 30. Junichiro Kamijo 28 - 29. Tony Weeks 28 - 29.,B,Malcolm Gordon,300,5.0,3.0,"UFC Fight Night: Makhachev vs. MoisesFrancisco Figueiredo vs. Malcolm GordonJuly 17, 2021"
UFC 264: Poirier vs. McGregor 3,"July 10, 2021","Las Vegas, Nevada, USA",Dustin Poirier vs. Conor McGregor,Dustin Poirier,Conor McGregor,Lightweight Bout,TKO - Doctor's Stoppage,1,5:00,5 Rnd (5-5-5-5-5),Herb Dean,,A,Dustin Poirier,300,5.0,5.0,"UFC 264: Poirier vs. McGregor 3Dustin Poirier vs. Conor McGregorJuly 10, 2021"
UFC 264: Poirier vs. McGregor 3,"July 10, 2021","Las Vegas, Nevada, USA",Gilbert Burns vs. Stephen Thompson,Gilbert Burns,Stephen Thompson,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ron McCarthy 28 - 29. Sal D'amato 28 - 29. Mike Bell 28 - 29.,A,Gilbert Burns,300,5.0,3.0,"UFC 264: Poirier vs. McGregor 3Gilbert Burns vs. Stephen ThompsonJuly 10, 2021"
UFC 264: Poirier vs. McGregor 3,"July 10, 2021","Las Vegas, Nevada, USA",Tai Tuivasa vs. Greg Hardy,Tai Tuivasa,Greg Hardy,Heavyweight Bout,KO/TKO,1,1:07,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance,A,Tai Tuivasa,67,1.1166666666666667,3.0,"UFC 264: Poirier vs. McGregor 3Tai Tuivasa vs. Greg HardyJuly 10, 2021"
UFC 264: Poirier vs. McGregor 3,"July 10, 2021","Las Vegas, Nevada, USA",Irene Aldana vs. Yana Santos,Irene Aldana,Yana Santos,Women's Bantamweight Bout,KO/TKO,1,4:35,3 Rnd (5-5-5),Jason Herzog,Punches to Head On Ground,A,Irene Aldana,275,4.583333333333333,3.0,"UFC 264: Poirier vs. McGregor 3Irene Aldana vs. Yana SantosJuly 10, 2021"
UFC 264: Poirier vs. McGregor 3,"July 10, 2021","Las Vegas, Nevada, USA",Sean O'Malley vs. Kris Moutinho,Sean O'Malley,Kris Moutinho,Bantamweight Bout,KO/TKO,3,4:33,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,A,Sean O'Malley,273,4.55,3.0,"UFC 264: Poirier vs. McGregor 3Sean O'Malley vs. Kris MoutinhoJuly 10, 2021"
UFC 264: Poirier vs. McGregor 3,"July 10, 2021","Las Vegas, Nevada, USA",Carlos Condit vs. Max Griffin,Carlos Condit,Max Griffin,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ron McCarthy 28 - 29. Sal D'amato 28 - 29. Derek Cleary 27 - 30.,B,Max Griffin,300,5.0,3.0,"UFC 264: Poirier vs. McGregor 3Carlos Condit vs. Max GriffinJuly 10, 2021"
UFC 264: Poirier vs. McGregor 3,"July 10, 2021","Las Vegas, Nevada, USA",Niko Price vs. Michel Pereira,Niko Price,Michel Pereira,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Junichiro Kamijo 28 - 29. Adalaide Byrd 28 - 29. Mike Bell 28 - 29.,B,Michel Pereira,300,5.0,3.0,"UFC 264: Poirier vs. McGregor 3Niko Price vs. Michel PereiraJuly 10, 2021"
UFC 264: Poirier vs. McGregor 3,"July 10, 2021","Las Vegas, Nevada, USA",Ryan Hall vs. Ilia Topuria,Ryan Hall,Ilia Topuria,Featherweight Bout,KO/TKO,1,4:47,3 Rnd (5-5-5),Jason Herzog,Punches to Head On Ground,B,Ilia Topuria,287,4.783333333333333,3.0,"UFC 264: Poirier vs. McGregor 3Ryan Hall vs. Ilia TopuriaJuly 10, 2021"
UFC 264: Poirier vs. McGregor 3,"July 10, 2021","Las Vegas, Nevada, USA",Trevin Giles vs. Dricus Du Plessis,Trevin Giles,Dricus Du Plessis,Middleweight Bout,KO/TKO,2,1:41,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,B,Dricus Du Plessis,101,1.6833333333333333,3.0,"UFC 264: Poirier vs. McGregor 3Trevin Giles vs. Dricus Du PlessisJuly 10, 2021"
UFC 264: Poirier vs. McGregor 3,"July 10, 2021","Las Vegas, Nevada, USA",Jennifer Maia vs. Jessica Eye,Jennifer Maia,Jessica Eye,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd 28 - 29. Derek Cleary 28 - 29. Sal D'amato 27 - 30.,A,Jennifer Maia,300,5.0,3.0,"UFC 264: Poirier vs. McGregor 3Jennifer Maia vs. Jessica EyeJuly 10, 2021"
UFC 264: Poirier vs. McGregor 3,"July 10, 2021","Las Vegas, Nevada, USA",Omari Akhmedov vs. Brad Tavares,Omari Akhmedov,Brad Tavares,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard,Eric Colon 28 - 29. Mike Bell 28 - 29. Ron McCarthy 29 - 28.,B,Brad Tavares,300,5.0,3.0,"UFC 264: Poirier vs. McGregor 3Omari Akhmedov vs. Brad TavaresJuly 10, 2021"
UFC 264: Poirier vs. McGregor 3,"July 10, 2021","Las Vegas, Nevada, USA",Zhalgas Zhumagulov vs. Jerome Rivera,Zhalgas Zhumagulov,Jerome Rivera,Flyweight Bout,Submission,1,2:02,3 Rnd (5-5-5),Chris Tognoni,Guillotine Choke In Clinch,A,Zhalgas Zhumagulov,122,2.033333333333333,3.0,"UFC 264: Poirier vs. McGregor 3Zhalgas Zhumagulov vs. Jerome RiveraJuly 10, 2021"
UFC Fight Night: Gane vs. Volkov,"June 26, 2021","Las Vegas, Nevada, USA",Ciryl Gane vs. Alexander Volkov,Ciryl Gane,Alexander Volkov,Heavyweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Junichiro Kamijo 45 - 50. Ron McCarthy 45 - 50. Sal D'amato 46 - 49.,A,Ciryl Gane,300,5.0,5.0,"UFC Fight Night: Gane vs. VolkovCiryl Gane vs. Alexander VolkovJune 26, 2021"
UFC Fight Night: Gane vs. Volkov,"June 26, 2021","Las Vegas, Nevada, USA",Tanner Boser vs. Ovince Saint Preux,Tanner Boser,Ovince Saint Preux,Heavyweight Bout,KO/TKO,2,2:31,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance,A,Tanner Boser,151,2.5166666666666666,3.0,"UFC Fight Night: Gane vs. VolkovTanner Boser vs. Ovince Saint PreuxJune 26, 2021"
UFC Fight Night: Gane vs. Volkov,"June 26, 2021","Las Vegas, Nevada, USA",Raoni Barcelos vs. Timur Valiev,Raoni Barcelos,Timur Valiev,Bantamweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Mike Beltran,Mike Bell 28 - 28. Ron McCarthy 28 - 29. Rick Winter 28 - 29.,B,Timur Valiev,300,5.0,3.0,"UFC Fight Night: Gane vs. VolkovRaoni Barcelos vs. Timur ValievJune 26, 2021"
UFC Fight Night: Gane vs. Volkov,"June 26, 2021","Las Vegas, Nevada, USA",Tim Means vs. Nicolas Dalby,Tim Means,Nicolas Dalby,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Tony Weeks 28 - 29. Junichiro Kamijo 28 - 29. Mike Bell 28 - 29.,A,Tim Means,300,5.0,3.0,"UFC Fight Night: Gane vs. VolkovTim Means vs. Nicolas DalbyJune 26, 2021"
UFC Fight Night: Gane vs. Volkov,"June 26, 2021","Las Vegas, Nevada, USA",Renato Moicano vs. Jai Herbert,Renato Moicano,Jai Herbert,Lightweight Bout,Submission,2,4:34,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,A,Renato Moicano,274,4.566666666666666,3.0,"UFC Fight Night: Gane vs. VolkovRenato Moicano vs. Jai HerbertJune 26, 2021"
UFC Fight Night: Gane vs. Volkov,"June 26, 2021","Las Vegas, Nevada, USA",Kennedy Nzechukwu vs. Danilo Marques,Kennedy Nzechukwu,Danilo Marques,Light Heavyweight Bout,KO/TKO,3,0:20,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance,A,Kennedy Nzechukwu,20,0.3333333333333333,3.0,"UFC Fight Night: Gane vs. VolkovKennedy Nzechukwu vs. Danilo MarquesJune 26, 2021"
UFC Fight Night: Gane vs. Volkov,"June 26, 2021","Las Vegas, Nevada, USA",Shavkat Rakhmonov vs. Michel Prazeres,Shavkat Rakhmonov,Michel Prazeres,Welterweight Bout,Submission,2,2:10,3 Rnd (5-5-5),Mike Beltran,Rear Naked Choke,A,Shavkat Rakhmonov,130,2.1666666666666665,3.0,"UFC Fight Night: Gane vs. VolkovShavkat Rakhmonov vs. Michel PrazeresJune 26, 2021"
